Chapter,Entry,English,Phonemic,StandOrth,Comment
8,920,"tapioca, manioc, cassava",tapiokk,tapiokk,
8,930,gourd,pudelkər̃wits,pudelkõrvits,
8,931,"pumpkin, squash",kər̃wits,kõrvits,
8,940,bamboo,bambus,bambus,
8,941,sugar cane,suhkr̃ur̃oog,suhkr̃ur̃oog,
8,970,nettle,nəges,nõges,
8,980,mushroom,seen,seen,
9,110,"do, make",tegema,tegema,
9,110,"do, make",walmistama,valmistama,
9,120,work,töötama,töötama,
9,140,bend,painutama,painutama,
9,150,fold,woltima,voltima,
9,160,"tie, bind",siduma,siduma,
9,160,"tie, bind",köitma,köitma,
9,161,untie,lahti siduma,lahti siduma,
9,180,chain,ahel,ahel,
9,180,chain,kett,kett,
9,190,"rope, cord",nöör̃̈,nöör,
9,190,"rope, cord",pael,pael,
9,190,"rope, cord",köis,köis,
9,192,knot (noun),səlm,sõlm,
9,210,"strike (hit, beat)",lööma,lööma,
9,210,"strike (hit, beat)",peksma,peksma,
9,211,pound with fist,r̃usikaga lööma,rusikaga lööma,
9,220,cut,ləikama,lõikama,
9,221,cut down,kær̃pima,kärpima,
9,221,cut down,maha ləikama,maha lõikama,
9,222,"chop, hew",r̃aiuma,raiuma,
9,223,stab,læbi pistma,läbi pistma,
9,223,stab,pussitama,pussitama,
9,230,knife,nuga,nuga,
9,240,"scissors, shears",kæær̃id,käärid,
9,250,ax,kir̃wes,kirves,
9,251,adze,tahumiskir̃wes,tahumiskirves,
9,260,break,mur̃dma,murdma,
9,261,broken,mur̃tud,murtud,
9,270,split,ləhkuma,lõhkuma,
9,270,split,ləhestama,lõhestama,
9,280,tear,r̃ebima,rebima,
9,280,tear,kiskuma,kiskuma,
9,290,"flay, skin",nülgima,nülgima,
9,290,"flay, skin",nahka maha wətma,nahka maha võtma,
9,310,"rub, wipe",həər̃uma,hõõruma,
9,320,stretch,wenitama,venitama,
9,320,stretch,pingule təmbama,pingule tõmbama,
9,330,pull,təmbama,tõmbama,
9,340,spread out,laotama,laotama,
9,341,hang up,r̃iputama,riputama,
9,342,press,wayutama,vajutama,
9,342,press,sur̃uma,suruma,
9,343,"squeeze, wring",pigistama,pigistama,
9,350,pour,walama,valama,
9,350,pour,kallama,kallama,
9,360,wash,pesema,pesema,
9,370,sweep,pühkima,pühkima,
9,380,broom,luud,luud,
9,422,tool,töör̃iist,tööriist,
9,430,carpenter,puusepp,puusepp,
9,440,build,ehitama,ehitama,
9,460,bore,puur̃ima,puurima,
9,461,hollow out,əənestama,õõnestama,
9,480,saw,saag,saag,
9,490,hammer,haamer̃,haamer,
9,500,nail,nael,nael,
9,560,glue,liim,liim,
9,600,"smith, blacksmith",sepp,sepp,
9,610,forge,sepistama,sepistama,
9,620,anvil,alasi,alasi,
9,630,cast (metals),walama,valama,
9,640,gold,kuld,kuld,
9,650,silver,həbe,hõbe,
9,660,"copper, bronze",wask,vask,
9,660,"copper, bronze",pr̃onks,pronks,
9,670,iron,r̃aud,raud,
9,680,lead (noun),plii,plii,
9,690,"tin, tinplate",tina,tina,
9,690,"tin, tinplate",tinutatud plekk,tinutatud plekk,
9,710,potter,pottsepp,pottsepp,
9,720,mold (clay etc),wor̃mi walama,vormi valama,
9,720,mold (clay etc),wor̃mima,vormima,
9,720,mold (clay etc),woolima,voolima,
9,730,clay,sawi,savi,
9,740,glass,klaas,klaas,
9,750,"weave, plait",punuma,punuma,
9,750,"weave, plait",palmima,palmima,
9,760,basket,kor̃w,korv,
9,770,mat,matt,matt,
9,770,mat,yalamatt,jalamatt,
9,771,rug,waip,vaip,
9,780,netbag,wər̃k,võrk,
9,790,fan (noun),lehwik,lehvik,
9,791,fan (vb),tuulama,tuulama,
9,791,fan (vb),tuulutama,tuulutama,
9,810,carve,wælya r̃aiuma,välja raiuma,
9,810,carve,woolima,voolima,
9,820,sculptor,skulptor̃,skulptor,
9,830,statue,kuyu,kuju,
9,840,chisel,peitel,peitel,
9,840,chisel,meisel,meisel,
9,880,paint (noun),wær̃w,värv,
9,890,paint (vb),wær̃wima,värvima,
10,110,move,liigutama,liigutama,
10,120,turn over,pöör̃ama,ümber pöörama,
10,130,turn around,keer̃ama,keerama,
10,130,turn around,keer̃utama,keerutama,
10,140,"wind, wrap",mæssima,mässima,
10,140,"wind, wrap",mæhkima,mähkima,
10,150,roll,r̃ullima,rullima,
10,150,roll,weer̃etama,veeretama,
10,160,drop (vb),pillama,pillama,
10,170,twist,wæænama,väänama,
10,170,twist,keer̃ama,keerama,
10,210,rise,təusma,tõusma,
10,220,"raise, lift",təstma,tõstma,
10,230,fall,kukkuma,kukkuma,
10,240,drip,tilkuma,tilkuma,
10,250,throw,wiskama,viskama,
10,252,catch (ball),püüdma,püüdma,
10,260,shake,r̃aputama,raputama,
10,320,flow,woolama,voolama,
10,330,sink,langema,langema,
10,330,sink,laskuma,laskuma,
10,330,sink,wayuma,vajuma,
10,340,float,uyuma,ujuma,
10,350,swim,uyuma,ujuma,
10,351,dive,sukelduma,sukelduma,
10,352,splash,pladistama,pladistama,
10,352,splash,pr̃itsima,pritsima,
10,360,sail (vb),pur̃yetama,purjetama,
10,360,sail (vb),laewaga səitma,laevaga sõitma,
10,370,fly (vb),lendama,lendama,
10,380,blow,puhuma,puhuma,
10,410,"creep, crawl",r̃oomama,roomama,
10,412,kneel,pəlwitama,põlvitama,
10,413,crouch,küür̃utama,küürutama,
10,420,"slide, slip",libisema,libisema,
10,430,"jump, leap",hüppama,hüppama,
10,431,kick,pətkima,põtkima,
10,431,kick,yalaga lööma,jalaga lööma,
10,440,dance,tantsima,tantsima,
10,450,walk,kæima,käima,
10,450,walk,kəndima,kõndima,
10,451,limp,lonkama,lonkama,
10,460,run,yooksma,jooksma,
10,470,go,minema,minema,
10,470,go,kæima,käima,
10,471,go up,üles minema,üles minema,
10,472,climb,r̃onima,ronima,
10,473,go down,alla minema,alla minema,
10,474,go out,wælya minema,väljä minema,
10,480,come,tulema,tulema,
10,481,come back,tagasi tulema,tagasi tulema,
10,481,come back,naasma,naasma,
10,490,"go away, depart",lahkuma,lahkuma,
10,490,"go away, depart",ær̃a minema,ära minema,
10,491,disappear,kaduma,kaduma,
10,510,flee,pəgenema,põgenema,
10,520,follow,yær̃gnema,järgnema,
10,520,follow,yær̃gima,järgima,
10,530,pursue,taga ayama,taga ajama,
10,530,pursue,yælitama,jälitama,
10,550,"reach, arrive",saabuma,saabuma,
10,550,"reach, arrive",yəudma,jõudma,
10,560,approach,læhenema,lähenema,
10,560,approach,liginema,liginema,
10,570,enter,sisenema,sisenema,
10,570,enter,sisse astuma,sisse astuma,
10,610,carry (bear),kandma,kandma,
10,612,carry-in-hand,kandma,kandma,
10,612,carry-in-hand,kæes kandma,käes kandma,
10,613,carry-on-shoulder,əlal kandma,õlal kandma,
10,614,carry-on-head,pea peal kandma,pea peal kandma,
10,615,carry-underarm,kaenla all kandma,kaenla all kandma,
10,620,bring,tooma,tooma,
10,630,send,saatma,saatma,
10,640,lead (vb),yuhtima,juhtima,
10,650,drive,yuhtima,juhtima,
10,660,ride,r̃atsutama,ratsutama,"to ride on a horse or saddle; figuratively also, to exploit something"
10,660,ride,səitma,sõitma,to ride (in) a vehicle
10,670,"push, shove",təukama,tõukama,
10,670,"push, shove",lükkama,lükkama,
10,710,road,tee,tee,
10,710,road,maan-tee,maan-tee,
10,720,path,teer̃ada,teerada,
10,720,path,yalgtee,jalgtee,
10,740,bridge,sild,sild,
10,750,"carriage, wagon, cart",wanker̃,vanker,
10,750,"carriage, wagon, cart",wagun,vagun,
10,750,"carriage, wagon, cart",kaar̃ik,kaarik,
10,760,wheel,r̃atas,ratas,
10,770,axle,r̃attatelg,rattatelg,
10,770,axle,ass,ass,
10,780,yoke,ike,ike,
10,810,ship,laew,laev,
10,830,boat,paat,paat,
10,831,canoe,süst,süst,
10,831,canoe,kanuu,kanuu,
10,832,outrigger,ulgtullpaat,ulgtulpaat,
10,840,raft,par̃w,parv,
10,850,oar,aer̃,aer,
10,851,paddle (noun),məla,mõla,
10,852,row (vb),səudma,sõudma,
10,852,row (vb),aer̃utama,aerutama,
10,860,rudder,tüür̃,tüür,
10,860,rudder,r̃ool,rool,
10,870,mast,mast,mast,
10,880,sail (noun),pur̃i,puri,
10,890,anchor,ankur̃,ankur,
10,910,"harbor, port",sadam,sadam,
10,920,land (vb),maabuma,maabuma,
10,920,land (vb),r̃anduma,randuma,
11,110,have,olema,olema,"lit. to be; the construction has the possessor in the adessive case, the verb agreeing with the possessum, and the possessum in the nominative case"
11,110,have,omama,omama,to own
11,120,"own, possess",omama,omama,
11,120,"own, possess",waldama,valdama,
11,130,take,wətma,võtma,
11,140,"seize, grasp",haar̃ama,haarama,
11,150,hold,hoidma,hoidma,
11,150,hold,pidama,pidama,
11,160,"get, obtain",saama,saama,
11,160,"get, obtain",saawutama,saavutama,
11,170,"keep, retain",hoidma,hoidma,
11,170,"keep, retain",sæilitama,säilitama,
11,170,"keep, retain",pidama,pidama,
11,180,thing,asi,asi,
11,210,give,andma,andma,
11,220,give back,tagasi andma,tagasi andma,
11,220,give back,tagastama,tagastama,
11,240,"preserve, look after",sæilitama,säilitama,
11,240,"preserve, look after",hoidma,hoidma,
11,250,"save, rescue",pææstma,päästma,
11,250,"save, rescue",wabastama,vabastama,
11,270,destroy,hæwitama,hävitama,
11,270,destroy,pur̃ustama,purustama,
11,280,"harm, injure, damage",kahyustama,kahjustama,
11,310,"seek, look for",otsima,otsima,
11,320,find,leidma,leidma,
11,330,lose,kaotama,kaotama,
11,340,"release, let go",wabastama,vabastama,
